epoch,steps,Accuracy,Accuracy_Threshold,F1,F1_Threshold,Precision,Recall,Average_Precision
0,-1,0.7743401125054089,0.8445742130279541,0.746135831381733,0.7678453326225281,0.6884183232497839,0.8144171779141104,0.7764622721438383
1,-1,0.7946776287321505,0.986931562423706,0.7638653426979899,0.9804750680923462,0.7257248044178555,0.806237218813906,0.8132438401226174
2,-1,0.8005192557334487,0.9780092239379883,0.7737364194615023,0.7969618439674377,0.7190517998244074,0.8374233128834356,0.8156865535267533
3,-1,0.7957594115101687,0.9954957962036133,0.76772030651341,0.9871546030044556,0.722072072072072,0.8195296523517382,0.8219022632053173
